Course,Name,City,State,Rank,Type,Website,passion_interest
14. B.Ed.,M. G. R. Educational and Research Institute,Chennai,Tamil Nadu,27,Private,https://www.mgrei.ac.in/,"* Teaching
* Education
* Children
* Learning
* Development"
15. B.P.Ed.,M. G. R. Educational and Research Institute,Chennai,Tamil Nadu,27,Private,https://www.mgrei.ac.in/,"* Fitness
* Sports
* Education
* Health
* Recreation"
1. Bachelor of Technology (B.Tech) in Civil Engineering,National Institute of Technology Hamirpur,Hamirpur,Himachal Pradesh,28,Central,https://nith.ac.in/,"* Construction
* Design
* Environment
* Infrastructure
* Sustainability"
2. Bachelor of Technology (B.Tech) in Computer Science and Engineering,National Institute of Technology Hamirpur,Hamirpur,Himachal Pradesh,28,Central,https://nith.ac.in/,"* Coding
* Problem-solving
* Technology
* Innovation
* Creation"
3. Bachelor of Technology (B.Tech) in Electrical Engineering,National Institute of Technology Hamirpur,Hamirpur,Himachal Pradesh,28,Central,https://nith.ac.in/,"* Automation
* Computer Engineering
* Control Systems
* Energy
* Electronics"
4. Bachelor of Technology (B.Tech) in Electronics and Communication Engineering,National Institute of Technology Hamirpur,Hamirpur,Himachal Pradesh,28,Central,https://nith.ac.in/,"* Curiosity
* Problem-Solving
* Innovation
* Technology
* Communication"
5. Bachelor of Technology (B.Tech) in Mechanical Engineering,National Institute of Technology Hamirpur,Hamirpur,Himachal Pradesh,28,Central,https://nith.ac.in/,"* Design
* Innovation
* Robotics
* Energy
* Aerospace"
6. Bachelor of Technology (B.Tech) in Metallurgical and Materials Engineering,National Institute of Technology Hamirpur,Hamirpur,Himachal Pradesh,28,Central,https://nith.ac.in/,"* Materials
* Metallurgy
* Manufacturing
* Sustainability
* Research"
7. Bachelor of Technology (B.Tech) in Mining Engineering,National Institute of Technology Hamirpur,Hamirpur,Himachal Pradesh,28,Central,https://nith.ac.in/,"* Mining
* Geology
* Engineering
* Technology
* Resources"
8. Bachelor of Architecture (B.Arch),National Institute of Technology Hamirpur,Hamirpur,Himachal Pradesh,28,Central,https://nith.ac.in/,"* Design
* Art
* Creativity
* Mathematics
* Problem-Solving"
9. Bachelor of Planning (B.Plan),National Institute of Technology Hamirpur,Hamirpur,Himachal Pradesh,28,Central,https://nith.ac.in/,"* Urban Planning
* Architecture
* Infrastructure Development
* Community Development
* Environmental Planning"
1. Bachelor of Architecture (B.Arch),Chandigarh College of Architecture,Chandigarh,Chandigarh,29,Private,https://cca-chd.org/,"* Design
* Art
* History
* Mathematics
* Engineering"
1. Bachelor of Science (B.Sc.) in Agriculture,Anand Agricultural University,Anand,Gujarat,18,State,https://www.aau.in/,"* Agriculture
* Farming
* Science
* Technology
* Environment"
2. Bachelor of Science (B.Sc.) in Horticulture,Anand Agricultural University,Anand,Gujarat,18,State,https://www.aau.in/,"* Agriculture
* Botany
* Biology
* Environment
* Gardening"
3. Bachelor of Science (B.Sc.) in Dairy Technology,Anand Agricultural University,Anand,Gujarat,18,State,https://www.aau.in/,"* Processing
* Production
* Food
* Research
* Experimentation"
4. Bachelor of Science (B.Sc.) in Fisheries,Anand Agricultural University,Anand,Gujarat,18,State,https://www.aau.in/,"* Aquaculture
* Biology
* Conservation
* Ecology
* Research"
5. Bachelor of Science (B.Sc.) in Agricultural Engineering,Anand Agricultural University,Anand,Gujarat,18,State,https://www.aau.in/,"* Agro-technology
* Water management
* Land resources
* Sustainable agriculture
* Mechanization"
6. Bachelor of Science (B.Sc.) in Agricultural Biotechnology,Anand Agricultural University,Anand,Gujarat,18,State,https://www.aau.in/,"* Crop improvement 
* Food security 
* Biotechnology
* Agriculture 
* Science"
7. Bachelor of Science (B.Sc.) in Food Science and Nutrition,Anand Agricultural University,Anand,Gujarat,18,State,https://www.aau.in/,"* Nutrition
* Food safety
* Food chemistry
* Food processing
* Health"
8. Bachelor of Science (B.Sc.) in Floriculture and Landscaping,Anand Agricultural University,Anand,Gujarat,18,State,https://www.aau.in/,"* Gardening
* Nature
* Design
* Aesthetics
* Sustainability"
9. Bachelor of Science (B.Sc.) in Farm Management,Anand Agricultural University,Anand,Gujarat,18,State,https://www.aau.in/,"* Agriculture
* Management
* Business
* Environment
* Technology"
10. Bachelor of Science (B.Sc.) in Environmental Sciences,Anand Agricultural University,Anand,Gujarat,18,State,https://www.aau.in/,"* Conservation
* Sustainability
* Ecology
* Climate Change
* Ecosystem Management"
1. B.Sc. (Agriculture),"Assam Agricultural University, Iorhat",Iorhat,Assam,19,State,https://aau.ac.in,"* Biology
* Chemistry
* Mathematics
* Physics
* Zoology"
3. B.Sc. (Community Science),"Assam Agricultural University, Iorhat",Iorhat,Assam,19,State,https://aau.ac.in,"* Biology
* Chemistry
* Physics
* Mathematics
* Statistics"
5. B.Sc. (Food Science and Technology),"Assam Agricultural University, Iorhat",Iorhat,Assam,19,State,https://aau.ac.in,"* Biology
* Chemistry
* Physics
* Mathematics
* Statistics"
7. B.Sc. (Soil Science and Agricultural Chemistry),"Assam Agricultural University, Iorhat",Iorhat,Assam,19,State,https://aau.ac.in,"* Biology
* Chemistry
* Physics
* Mathematics
* Statistics"
8. B.Sc. (Genetics and Plant Breeding),"Assam Agricultural University, Iorhat",Iorhat,Assam,19,State,https://aau.ac.in,"* Science
* Research
* Education
* Healthcare
* Analytical skills"
9. B.Sc. (Agricultural Economics and Business Management),"Assam Agricultural University, Iorhat",Iorhat,Assam,19,State,https://aau.ac.in,"* Biology
* Chemistry
* Physics
* Mathematics
* Statistics"
10. B.Sc. (Disaster Management and Mitigation),"Assam Agricultural University, Iorhat",Iorhat,Assam,19,State,https://aau.ac.in,"* Biology
* Chemistry
* Physics
* Mathematics
* Statistics"
2. B.Sc. (Agricultural Engineering),"Acharya NG Ranga Agricultural University, Guntur",Guntur,Andhra Pradesh,20,State,https://angrau.ac.in/,"* Biology
* Chemistry
* Physics
* Mathematics
* Computer Science"
5. B.F.Sc. (Bachelor of Fisheries Science),"Acharya NG Ranga Agricultural University, Guntur",Guntur,Andhra Pradesh,20,State,https://angrau.ac.in/,"* Biology
* Physiology
* Food
* Nutrition
* Health"
7. B.Tech. (Biotechnology),"Acharya NG Ranga Agricultural University, Guntur",Guntur,Andhra Pradesh,20,State,https://angrau.ac.in/,"* Technology
* Innovation
* Engineering
* Science
* Problem-solving"
10. B.Tech. (Mechanical Engineering),"Acharya NG Ranga Agricultural University, Guntur",Guntur,Andhra Pradesh,20,State,https://angrau.ac.in/,"* Robotics
* Electronics
* Mathematics
* Physics
* Design"
11. B.Tech. (Electrical and Electronics Engineering),"Acharya NG Ranga Agricultural University, Guntur",Guntur,Andhra Pradesh,20,State,https://angrau.ac.in/,"* Engineering
* Problem-solving
* Design
* Innovation
* Technology"
1. Bachelor of Veterinary Science and Animal Husbandry (B.V.Sc & A.H.),Guru Angad Dev Veterinary & Animal Sciences University,Ludhiana,Punjab,21,State,https://www.gadvasu.in/,"* Animals
* Science
* Medicine
* Agriculture
* Research"
2. Bachelor of Fisheries Science (B.F.Sc.),Guru Angad Dev Veterinary & Animal Sciences University,Ludhiana,Punjab,21,State,https://www.gadvasu.in/,"* Recreational fishing
* Sustainable aquaculture
* Conservation
* Marine ecology
* Research"
3. Bachelor of Technology in Dairy Technology (B.Tech. Dairy Tech.),Guru Angad Dev Veterinary & Animal Sciences University,Ludhiana,Punjab,21,State,https://www.gadvasu.in/,"**B.Tech Dairy Technology:**
* Dairy
* Microbiology
* Nutrition
* Engineering
* Food science"
4. Bachelor of Technology in Food Technology (B.Tech. Food Tech.),Guru Angad Dev Veterinary & Animal Sciences University,Ludhiana,Punjab,21,State,https://www.gadvasu.in/,"* Nutrition
* Science
* Cooking
* Engineering
* Management"
1. Bachelor of Science in Agriculture (B.Sc. Ag.),"Orissa University ofAgriculture & Technology, Bhubaneswar",Khordha,Odisha,22,State,https://ouat.nic.in/,"* Agriculture
* Crops
* Animals
* Environment
* Food"
2. Bachelor of Technology in Agricultural Engineering (B.Tech. Ag. Engg.),"Orissa University ofAgriculture & Technology, Bhubaneswar",Khordha,Odisha,22,State,https://ouat.nic.in/,"* Agriculture
* Technology
* Engineering
* Food
* Environment"
3. Bachelor of Fisheries Science (B.F.Sc.),"Orissa University ofAgriculture & Technology, Bhubaneswar",Khordha,Odisha,22,State,https://ouat.nic.in/,"* Marine life
* Conservation
* Research
* Aquaculture
* Fishing"
4. Bachelor of Veterinary Science and Animal Husbandry (B.V.Sc. & A.H.),"Orissa University ofAgriculture & Technology, Bhubaneswar",Khordha,Odisha,22,State,https://ouat.nic.in/,"* Animals
* Biology
* Health
* Science
* Agriculture"
5. Bachelor of Food Technology (B.F.Tech.),"Orissa University ofAgriculture & Technology, Bhubaneswar",Khordha,Odisha,22,State,https://ouat.nic.in/,"*Food*
*Nutrition*
*Science*
*Quality*
*Cooking*"
6. Bachelor of Home Science (B.H.Sc.),"Orissa University ofAgriculture & Technology, Bhubaneswar",Khordha,Odisha,22,State,https://ouat.nic.in/,"* Cooking
* Nutrition
* Health
* Fashion
* Interior Design"
7. Bachelor of Science in Biotechnology (B.Sc. Biotech.),"Orissa University ofAgriculture & Technology, Bhubaneswar",Khordha,Odisha,22,State,https://ouat.nic.in/,"* Biology
* Chemistry
* Medical science
* Healthcare
* Research"
8. Bachelor of Science in Bioinformatics (B.Sc. Bioinformatics),"Orissa University ofAgriculture & Technology, Bhubaneswar",Khordha,Odisha,22,State,https://ouat.nic.in/,"* Biology
* Computer Science
* Data Analysis
* Statistics
* Healthcare"
9. Bachelor of Science in Environmental Science (B.Sc. Envt. Sc.),"Orissa University ofAgriculture & Technology, Bhubaneswar",Khordha,Odisha,22,State,https://ouat.nic.in/,"* Ecology
* Conservation
* Sustainability
* Climate
* Pollution"
10. Bachelor of Science in Nutrition and Dietetics (B.Sc. N&D),"Orissa University ofAgriculture & Technology, Bhubaneswar",Khordha,Odisha,22,State,https://ouat.nic.in/,"* Health
* Food
* Science
* Nutrition
* Well-being"
1. B.Tech in Food Technology,"National Institute of Food Technology, Enterprenurship & Management",Sonipat,Haryana,24,Deemed,https://www.niftem.ac.in/,"* Food
* Chemistry
* Science
* Health
* Innovation"
2. B.Tech in Biotechnology,"National Institute of Food Technology, Enterprenurship & Management",Sonipat,Haryana,24,Deemed,https://www.niftem.ac.in/,"* Biology
* Engineering
* Medicine
* Research
* Industry"
3. B.Tech in Dairy Technology,"National Institute of Food Technology, Enterprenurship & Management",Sonipat,Haryana,24,Deemed,https://www.niftem.ac.in/,"* Dairy farming
* Food processing
* Nutrition
* Quality control
* Product development"
4. B.Tech in Nutrition and Dietetics,"National Institute of Food Technology, Enterprenurship & Management",Sonipat,Haryana,24,Deemed,https://www.niftem.ac.in/,"* Healthy eating
* Cooking
* Food science
* Nutrition
* Wellness"
5. B.Tech in Food Business Management,"National Institute of Food Technology, Enterprenurship & Management",Sonipat,Haryana,24,Deemed,https://www.niftem.ac.in/,"* Food
* Business
* Management
* Nutrition
* Entrepreneurship"
6. B.Sc in Food Technology,"National Institute of Food Technology, Enterprenurship & Management",Sonipat,Haryana,24,Deemed,https://www.niftem.ac.in/,"* Nutrition
* Food safety
* Processing
* Innovation
* Quality"
7. B.Sc in Biotechnology,"National Institute of Food Technology, Enterprenurship & Management",Sonipat,Haryana,24,Deemed,https://www.niftem.ac.in/,"* Genetic engineering
* Microbiology
* Bioinformatics
* Biotechnology
* Research"
8. B.Sc in Dairy Technology,"National Institute of Food Technology, Enterprenurship & Management",Sonipat,Haryana,24,Deemed,https://www.niftem.ac.in/,"* Food industry
* Nutrition
* Science
* Research
* Business"
9. B.Sc in Nutrition and Dietetics,"National Institute of Food Technology, Enterprenurship & Management",Sonipat,Haryana,24,Deemed,https://www.niftem.ac.in/,"* Nutrition
* Health
* Wellness
* Cooking
* Food science"
10. B.Sc in Food Business Management,"National Institute of Food Technology, Enterprenurship & Management",Sonipat,Haryana,24,Deemed,https://www.niftem.ac.in/,"* Food Industry
* Nutrition
* Business Management
* Entrepreneurship
* Consumer Behavior"
1. Bachelor of Fisheries Science (BFSc),Kerala University of Fisheries & Ocean Studies,Kochi,Kerala,25,State,https://kufos.ac.in,"**BFSc**
* Aquaculture
* Fisheries Management
* Marine Biology
* Ecology
* Zoology"
2. Bachelor of Aquaculture Science (BAqSc),Kerala University of Fisheries & Ocean Studies,Kochi,Kerala,25,State,https://kufos.ac.in,"* **Aquaculture**
* **Fish**
* **Marine**
* **Environment**
* **Science**"
3. Bachelor of Marine Engineering and Technology (BMT),Kerala University of Fisheries & Ocean Studies,Kochi,Kerala,25,State,https://kufos.ac.in,"* Maritime industry
* Ship design
* Propulsion systems
* Renewable energy
* Offshore engineering"
4. Bachelor of Nautical Science (BNS),Kerala University of Fisheries & Ocean Studies,Kochi,Kerala,25,State,https://kufos.ac.in,"* Adventure
* Sailing
* Navigation
* Oceanography
* Marine Engineering"
5. Bachelor of Ocean Technology (BOT),Kerala University of Fisheries & Ocean Studies,Kochi,Kerala,25,State,https://kufos.ac.in,"* Marine biology
* Oceanography
* Coastal engineering
* Offshore engineering
* Aquaculture"
6. Bachelor of Science in Fisheries Resource Utilization (BSF),Kerala University of Fisheries & Ocean Studies,Kochi,Kerala,25,State,https://kufos.ac.in,"* Aquatic Ecosystems
* Fish Biology
* Fisheries Management
* Seafood Processing
* Conservation"
7. Bachelor of Science in Marine Biology (BSM),Kerala University of Fisheries & Ocean Studies,Kochi,Kerala,25,State,https://kufos.ac.in,"* Ocean
* Conservation
* Research
* Exploration
* Wildlife"
8. Bachelor of Science in Oceanology (BSO),Kerala University of Fisheries & Ocean Studies,Kochi,Kerala,25,State,https://kufos.ac.in,"* Marine biology
* Oceanography
* Ecology
* Geophysics
* Meteorology"
1. Bachelor of Veterinary Science and Animal Husbandry (B.V.Sc. & A.H.),"West Bengal University ofAnimal and Fishery Sciences, Kolkata",Kolkata,West Bengal,26,State,https://www.wbuafs.ac.in/,"* Animal Welfare
* Research
* Veterinary Medicine
* Agriculture
* Wildlife Conservation"
2. Bachelor of Fisheries Science (B.F.Sc.),"West Bengal University ofAnimal and Fishery Sciences, Kolkata",Kolkata,West Bengal,26,State,https://www.wbuafs.ac.in/,"* Conservation
* Aquaculture
* Management
* Research
* Environment"
3. Bachelor of Dairy Technology (B.Tech.),"West Bengal University ofAnimal and Fishery Sciences, Kolkata",Kolkata,West Bengal,26,State,https://www.wbuafs.ac.in/,"* Food Science 
* Nutrition 
* Agriculture 
* Rural Development 
* Entrepreneurship"
4. Bachelor of Food Technology (B.Tech.),"West Bengal University ofAnimal and Fishery Sciences, Kolkata",Kolkata,West Bengal,26,State,https://www.wbuafs.ac.in/,"* Nutrition
* Food Safety
* Processing
* Packaging
* Biotechnology"
5. Bachelor of Science in Animal Science (B.Sc.),"West Bengal University ofAnimal and Fishery Sciences, Kolkata",Kolkata,West Bengal,26,State,https://www.wbuafs.ac.in/,"* Animal breeding
* Animal nutrition
* Animal health
* Animal physiology
* Animal behavior"
6. Bachelor of Science in Fisheries Science (B.Sc.),"West Bengal University ofAnimal and Fishery Sciences, Kolkata",Kolkata,West Bengal,26,State,https://www.wbuafs.ac.in/,"* Aquatic life
* Biodiversity conservation
* Ecosystem dynamics
* Aquaculture
* Marine policy"
7. Bachelor of Science in Food Science and Technology (B.Sc.),"West Bengal University ofAnimal and Fishery Sciences, Kolkata",Kolkata,West Bengal,26,State,https://www.wbuafs.ac.in/,"* Nutrition
* Food processing
* Food chemistry
* Food safety
* Culinary arts"
1. Bachelor of Technology (B.Tech),Lovely Professional University,Phagwara,Punjab,27,Private,[https://www.lpu.in/](https://www.lpu.in/),"* Technology
* Innovation
* Engineering
* Science
* Problem-solving"
2. Bachelor of Business Administration (BBA),Lovely Professional University,Phagwara,Punjab,27,Private,[https://www.lpu.in/](https://www.lpu.in/),"* Entrepreneurship
* Finance
* Marketing
* Management
* Consulting"
3. Bachelor of Commerce (B.Com),Lovely Professional University,Phagwara,Punjab,27,Private,[https://www.lpu.in/](https://www.lpu.in/),"* Accounting
* Finance
* Management
* Economics
* Marketing"
4. Bachelor of Arts (BA),Lovely Professional University,Phagwara,Punjab,27,Private,[https://www.lpu.in/](https://www.lpu.in/),"* Literature
* History
* Languages
* Anthropology
* Philosophy"
